class	date	contents	state	link
International	2020-07	System and method of controlling external apparatus connected with device, Filed (No: US16535748, Date: 2019/08/08), Published (No: US20190362624, Date: 2019/11/28), Granted (No: US10720046, Date: 2020/07/21). 	complete	
International	2020-02	System and method of controlling external apparatus connected with device, Filed (No: US15654829, Date: 2017/07/20), Published (No: US20170317845, Date: 2017/11/02), Granted (No: US10567189, Date: 2020/02/18). 	complete	
International	2020-02	Method of managing external devices, method of perating external device, host device, management server, and external device, Filed (No: EP13197690.4, Date: 2013/12/17), Published (No: EP02743850, Date: 2014/06/18), Granted (No: EP02743850, Date: 2020/02/05). 	complete	
International	2019-11	Method of executing application and terminal using the method, Filed (No: EP13183328.7, Date: 2013/09/06), Published (No: EP02706767, Date: 2014/03/12), Granted (No: EP2706767, Date: 2019/11/27). 	complete	
International	2019-10	Method of managing external devices, method of operating external device, host device, management server, and external device, Filed (No: US14556768, Date: 2014/12/01), Published (No: US20150088543, Date: 2015/03/26), Granted (No: US10459712, Date: 2019/10/29). 	complete	
International	2019-12	Electronic apparatus and method of outputting content by the electronic apparatus, Filed (No: US14743203, Date: 2015/06/18), Published (No: US20150289077, Date: 2015/10/08), Granted (No: US10524100, Date: 2019/12/31). 	complete	
International	2019-04	Method and apparatus for measuring bio signal, Filed (No: US15163073, Date: 2016/05/24), Published (No: US20160262702, Date: 2016/09/15), Granted (No: US10251607, Date: 2019/04/09). 	complete	
International	2019-03	Method and device for executing application, Filed (No: US15471832, Date: 2017/03/28), Published (No: US20170202045, Date: 2017/07/13), Granted (No: US10244570, Date: 2019/03/26). 	complete	
International	2019-10	System and method of controlling external apparatus connected with device, Filed (No: US15801417, Date: 2017/11/02), Published (No: US20180061223, Date: 2018/03/01), Granted (No: US10460597, Date: 2019/10/29). 	complete	
International	2019-11	Method and device for executing application, Filed (No: US16546073, Date: 2019/08/20), Granted (No: US10485041, Date: 2019/11/19). 	complete	
International	2018-08	Connecting two devices, Filed (No: EP16181807.5, Date: 2013/09/10), Published (No: EP03101869, Date: 2016/12/07), Granted (No: EP03101869, Date: 2018/08/01). 	complete	
International	2018-11	Management of managing external devices, method of operating external devices, host terminal, management server, and external devices, Filed (No: JP25258972, Date: 2013/12/16), Published (No: JP26120173, Date: 2014/06/30), Granted (No: JP06440936, Date: 2018/11/30). 	complete	
International	2018-10	Method of managing external devices, method of operating external device, host device, management server, and external device, Filed (No: US14610165, Date: 2015/01/30), Published (No: US20150143357, Date: 2015/05/21), Granted (No: US10114631, Date: 2018/10/30). 	complete	
International	2018-01	Method and apparatus for executing application in device, Filed (No: US13975790, Date: 2013/08/26), Published (No: US20140075056, Date: 2014/03/13), Granted (No: US09880584, Date: 2018/01/30). 	complete	
International	2017-12	Application execution method and terminal thereof, Filed (No: JP25183766, Date: 2013/09/05), Published (No: JP26053007, Date: 2014/03/20), Granted (No: JP06258640, Date: 2017/12/15). 	complete	
International	2017-04	Method and apparatus for executing an application in a device, Filed (No: EP13183431.9, Date: 2013/09/06), Published (No: EP2706734, Date: 2014/03/12), Granted (No: EP02706734, Date: 2017/04/26). 	complete	
International	2017-12	System and method of controlling external apparatus connected with device, Filed (No: US14022556, Date: 2013/09/10), Published (No: US20140070925, Date: 2014/03/13), Granted (No: US09842490, Date: 2017/12/12). 	complete	
International	2017-07	Method of managing external devices, method of operating external device, host device, management server, and external device, Filed (No: AU2013364704, Date: 2013/12/13), Published (No: AU2013364704, Date: 2014/06/26), Granted (No: AU2013364704, Date: 2017/07/06). 	complete	
International	2017-08	Method of managing external devices, method of operating external device, host device, management server, and external device, Filed (No: US14109293, Date: 2013/12/17), Published (No: US20140173082, Date: 2014/06/19), Granted (No: US09740470, Date: 2017/08/22). 	complete	
International	2017-04	Method and device for executing application, Filed (No: US15010659, Date: 2016/01/29), Published (No: US20160150358, Date: 2016/05/26), Granted (No: US09635499, Date: 2017/04/25). 	complete	
International	2017-04	Method and device for executing application, Filed (No: US15010659, Date: 2016/01/29), Published (No: US20160150358, Date: 2016/05/26), Granted (No: US09635499, Date: 2017/04/25). 	complete	
International	2017-08	System and method of controlling external apparatus connected with device, Filed (No: US14679749, Date: 2015/04/06), Published (No: US20150222450, Date: 2015/08/06), Granted (No: US09722811, Date: 2017/08/01). 	complete	
International	2016-03	Method and device for executing application, Filed (No: US14022903, Date: 2013/09/10), Published (No: US20140073244, Date: 2014/03/13), Granted (No: US09277576, Date: 2016/03/01). 	complete	
International	2016-01	Method of executing application and terminal using the method, Filed (No: AU2013313849, Date: 2013/09/05), Published (No: AU2013313849, Date: 2014/03/13), Granted (No: AU2013313849, Date: 2016/01/07). 	complete	
International	2016-07	Method and apparatus for measuring bio signal, Filed (No: CH201480064389.4, Date: 2014/03/11), Published (No: CH105764414, Date: 2016/07/13). 	complete	
International	2016-10	Method and device for executing application, Filed (No: EP13183817.9, Date: 2013/09/10), Published (No: EP02706726, Date: 2014/03/12), Granted (No: EP02706726, Date: 2016/10/12). 	complete	
International	2015-05	Method and apparatus for measuring bio signal, Filed (No: PCT/KR2014/001973, Date: 2014/03/11), Published (No: PCT2015076462, Date: 2015/05/28). 	complete	
International	2015-05	Method and apparatus for executing application in device, Filed (No: CH201380047076, Date: 2013/09/03), Published (No: CH104620220, Date: 2015/05/13). 	complete	
International	2015-06	Method of managing external devices, method of operating external device, host device, management server, and external device, Filed (No: IN1644/MUMNP/2015, Date: 2015/06/24). 	complete	
International	2015-04	Method and apparatus for executing application in device, Filed (No: IN727/MUMNP/2015, Date: 2015/04/02). 	complete	
International	2015-12	Method and device for executing application, Filed (No: AU2013313746, Date: 2013/09/09), Published (No: AU2013313746, Date: 2014/03/13), Granted (No: AU2013313746, Date: 2015/12/03). 	complete	
International	2015-03	Method of executing application and terminal using the method, Filed (No: BR1120150050344, Date: 2015/03/06). 	complete	
International	2015-05	Method and device for executing application, Filed (No: CH201380047145, Date: 2013/09/09), Published (No: CH104620514, Date: 2015/05/13). 	complete	
International	2015-03	System and method of controlling external apparatus connected with device, Filed (No: IN474/MUMNP/2015, Date: 2015/03/05). 	complete	
International	2015-05	System and method of controlling external apparatus connected with device, Filed (No: CH201380047103, Date: 2013/09/10), Published (No: CH104620597, Date: 2015/05/13). 	complete	
International	2015-03	Method and device for executing application, Filed (No: IN473/MUMNP/2015, Date: 2015/03/05). 	complete	
International	2015-03	System and method of controlling external apparatus connected with device, Filed (No: BR1120150047963, Date: 2015/03/04). 	complete	
International	2015-03	Method and device for executing application, Filed (No: BR1120150047947, Date: 2015/03/04). 	complete	
International	2014-01	Finger motion recognition glove using conductive materials and method thereof, Filed (No: US13560849, Date: 2012/07/27), Published (No: US20140028538, Date: 2014/01/30). 	complete	
International	2014-01	Color transformation method and apparatus for person with color vision defect, Filed (No: US13939681, Date: 2013/07/11), Published (No: US20140015850, Date: 2014/01/16). 	complete	
International	2014-06	Method of managing external devices, method of operating external device, host device, management server, and external device, Filed (No: CH201310693765, Date: 2013/12/17), Published (No: CH103870402, Date: 2014/06/18). 	complete	
International	2014-03	Method and apparatus for executing application in device, Filed (No: PCT /KR2013/007921, Date: 2013/09/03), Published (No: PCT2014038828, Date: 2014/03/13). 	complete	
International	2014-03	Method of executing application and terminal using the method, Filed (No: PCT /KR2013/008007, Date: 2013/09/05), Published (No: PCT2014038860, Date: 2014/03/13). 	complete	
International	2014-03	System and method of controlling external apparatus connected with device, Filed (No: PCT/KR2013/008143, Date: 2013/09/10), Published (No: PCT2014038916, Date: 2014/03/13). 	complete	
International	2014-06	Method of managing external devices, method of operating external device, host device, management server, and external device, Filed (No: PCT/KR2013/011565, Date: 2013/12/13), Published (No: PCT2014098415, Date: 2014/06/26). 	complete	
International	2014-03	System and method of controlling external apparatus connected with device, Filed (No: AU2013313760, Date: 2013/09/10), Published (No: AU2013313760, Date: 2014/03/13). 	complete	
International	2014-03	Method and device for executing application, Filed (No: PCT/KR2013/008115, Date: 2013/09/09), Published (No: PCT2014038902, Date: 2014/03/13). 	complete	
International	2014-03	Method of executing application and terminal using the method, Filed (No: CH201310406791, Date: 2013/09/09), Published (No: CH103677257, Date: 2014/03/26). 	complete	
International	2014-03	Method and device for controlling an external apparatus, Filed (No: EP13183694.2, Date: 2013/09/10), Published (No: EP02706418, Date: 2014/03/12). 	complete	
International	2013-12	Method of managing external devices, method of operating external device, host device, management server and external device, Filed (No: RU2015129073, Date: 2013/12/13). 	complete	
International	2013-09	Method and device for executing application, Filed (No: RU2015108018, Date: 2013/09/09). 	complete	
International	2013-09	Method of executing application and terminal using the method, Filed (No: IN3979/CHE/2013, Date: 2013/09/05). 	complete	
International	2013-09	Method and apparatus for providing floating user interface, Filed (No: US13849226, Date: 2013/03/22), Published (No: US20130254714, Date: 2013/09/26). 	complete	
International	2013-09	System and method of controlling external device connected with device, Filed (No: RU2015108021, Date: 2013/09/10). 	complete	
International	2012-12	Apparatus and method for providing an interface in a device with touch screen, Filed (No: US13492705, Date: 2012/06/08), Published (No: US20120315607, Date: 2012/12/13). 	complete	
Domestic	2024-12	블루투스 기반 실내 위치 추정 정확도 향상을 위한 방법, Filed (No: KR1020240201045, Date: 2024/12/30). 	complete	
Domestic	2024-04	통증평가모델 생성 장치, 통증평가모델 생성 방법 및 이를 수행하는 프로그램이 저장된 기록 매체, Filed (No: KR1020240053680, Date: 2024/04/22). 	complete	
Domestic	2023-10	대동맥 압력 파형을 추정하는 방법 및 장치, Filed (No: KR1020230145004, Date: 2023/10/26). 	complete	
Domestic	2023-09	준주기적 생체 신호 파형을 복원하기 위한 파형 복원 모델 학습 방법 및 장치, Filed (No: KR1020230136907, Date: 2023/10/13). 	complete	
Domestic	2023-02	연속맥파 도달시간 기반 혈압 추정 방법 및 그 방법을 수행하는 서버, Filed (No: KR1020230012121, Date: 2023/01/30). 	complete	
Domestic	2023-02	생체신호 품질 평가 방법 및 장치, Filed (No: KR1020230012122, Date: 2023/01/30). 	complete	
Domestic	2023-01	생리적 나이 추정 방법 및 장치, Filed (No: KR1020230007614, Date: 2023/01/18). 	complete	
Domestic	2023-10	보간 위치 및 보간 샘플 수를 이용하여 심장 박동을 보간하는 전자 장치 및 이의 이소성 박동 교정 방법, Filed (No: KR1020230147182, Date: 2023/10/30). 	complete	
Domestic	2022-08	휴대용 웨어러블 호흡 모니터링 장치 및 이를 포함하는 마스크, Filed (No: KR1020210012631, Date: 2021/01/28), Published (No: KR1020220109229, Date: 2022/08/04). 	complete	
Domestic	2022-08	다중배열 압력센서를 포함하는 장치 및 이를 포함하는 웨어러블 기기, Filed (No: KR1020210012642, Date: 2021/01/28), Published (No: KR1020220109236, Date: 2022/08/04). 	complete	
Domestic	2021-07	압력 및 맥파에 기반한 평균동맥압 추정 방법 및 장치, Filed (No: KR1020190174119, Date: 2019/12/24), Published (No: KR1020210081810, Date: 2021/07/02), Granted (No: KR102431521, Date: 2022/08/08). 	complete	
Domestic	2021-12	광용적맥파의 미분 지표를 이용한 수술 후 통증 평가 방법 및 장치, Filed (No: KR1020200066975, Date: 2020/06/03), Published (No: KR1020210150063, Date: 2021/12/10), Granted (No: KR102361725, Date: 2022/02/07). 	complete	
Domestic	2022-03	다중 배열 압력 센서를 포함하는 웨어러블 혈압 측정 장치, Filed (No: KR1020200072249, Date: 2020/06/15), Published (No: KR1020210155135, Date: 2021/12/22), Granted (No: KR102374658, Date: 2022/03/10). 	complete	
Domestic	2022-08	마스크 부착형 호흡 모니터링 장치 및 시스템, Filed (No: KR1020200110037, Date: 2020/08/31), Published (No: KR1020220028697, Date: 2022/03/08). 	complete	
Domestic	2022-08	PPG 기반 스펙트로그램 및 CNN에 기반하는 통증 평가 방법 및 장치, Filed (No: KR1020210017756, Date: 2021/02/08), Published (No: KR1020220114351, Date: 2022/08/17). 	complete	
Domestic	2022-08	허리밴드형 웨어러블 심전도 측정 장치 및 이를 이용한 심박 측정 방법 및 장치, Filed (No: KR1020210016604, Date: 2021/02/05), Published (No: KR1020220112992, Date: 2022/08/12). 	complete	
Domestic	2022-08	압력 및 맥파에 기반한 평균동맥압 추정 방법 및 장치, Filed (No: KR102431521, Date: 2022/08/08). 	complete	
Domestic	2021-11	광용적맥파의 품질 평가 방법 및 장치, Filed (No: KR1020210193461, Date: 2021/12/30), Published (Date: 2024/11/26). 	complete	
Domestic	2021-11	광용적맥파의 입사파와 반사파를 사용한 혈관노화 평가 방법 및 장치, Filed (No: KR1020210193460, Date: 2021/12/30). 	complete	
Domestic	2021-12	공기 진동 전달형 다중 배열 압력 센서 및 이를 포함하는 웨어러블 장치, Filed (No: KR1020210193739, Date: 2021/12/31). 	complete	
Domestic	2021-05	스태킹 콘 시스템, Filed (No: KR1020190135734, Date: 2019/10/29), Published (No: KR1020210051013, Date: 2021/05/10), Granted (No: KR102310788, Date: 2021/10/01). 	complete	
Domestic	2021-02	광용적맥파를 이용한 통증 분류 방법 및 장치, Filed (No: KR1020190100484, Date: 2019/08/16), Published (No: KR1020210020666, Date: 2021/02/24), Granted (No: KR102321653, Date: 2021/10/29). 	complete	
Domestic	2020-08	힘 센서에 기반하여 각성 및 호흡률을 검출하기 위한 방법 및 장치, Filed (No: KR1020190016809, Date: 2019/02/13), Published (No: KR1020200098989, Date: 2020/08/21), Granted (No: KR102221370, Date: 2021/02/23). 	complete	
Domestic	2014-03	디바이스에 연결된 외부 기기를 제어하는 시스템 및 방법, Filed (No: KR1020120099739, Date: 2012/09/10), Published (No: KR1020140033654, Date: 2014/03/19), Granted (No: KR102177830, Date: 2020/11/05). 	complete	
Domestic	2019-07	필름형 다채널 압전 센서를 이용한 생체신호 측정 시스템, Filed (No: KR1020180007731, Date: 2018/01/22), Published (No: KR1020190089353, Date: 2019/07/31), Granted (No: KR102095356, Date: 2020/03/25). 	complete	
Domestic	2020-02	상태 분류기 생성 방법 및 이를 이용한 보행상태 판단 방법, Filed (No: KR1020180092368, Date: 2018/08/08), Published (No: KR1020200017131, Date: 2020/02/18), Granted (No: KR102199341, Date: 2020/12/30). 	complete	
Domestic	2015-06	생체 신호를 측정하는 방법 및 장치, Filed (No: KR1020130143950, Date: 2013/11/25), Published (No: KR1020150061100, Date: 2015/06/04), Granted (No: KR102173725, Date: 2020/10/28). 	complete	
Domestic	2014-12	휴대 단말 장치를 이용한 수면 품질 측정 방법 및 장치, Filed (No: KR1020130066552, Date: 2013/06/11), Published (No: KR1020140144499, Date: 2014/12/19), Granted (No: KR102143499, Date: 2020/08/05). 	complete	
Domestic	2014-03	디바이스에서 어플리케이션을 실행하는 방법 및 그 장치, Filed (No: KR1020120099738, Date: 2012/09/10), Published (No: KR1020140033653, Date: 2014/03/19), Granted (No: KR102011360, Date: 2019/08/09). 	complete	
Domestic	2014-03	기기 제어 방법 및 이를 수행하는 기기, Filed (No: KR1020120099791, Date: 2012/09/10), Published (No: KR1020140033677, Date: 2014/03/19), Granted (No: KR101974820, Date: 2019/04/26). 	complete	
Domestic	2013-05	외부 기기 관리 방법, 외부 기기의 동작 방법, 호스트 단말, 관리 서버 및 외부 기기, Filed (No: KR1020130052754, Date: 2013/05/09), Published (No: KR 1020140078518, Date: 2014/06/25), Granted (No: KR102037416, Date: 2019/10/22). 	complete	
Domestic	2019-09	다파장 광 감지장치, Filed (No: KR1020180025621, Date: 2018/03/05), Published (No: KR1020190105281, Date: 2019/09/17), Granted (No: KR102042613, Date: 2019/11/04). 	complete	
Domestic	2017-06	무구속적 생체신호 측정센서 및 이를 포함하는 생체신호 측정시스템, Filed (No: KR1020170076621, Date: 2017/06/16), Published (No: KR1020180137226, Date: 2018/12/27), Granted (No: KR101974905, Date: 2019/04/26). 	complete	
Domestic	2018-07	다채널 정전용량 압력 센서, Filed (No: KR1020160183738, Date: 2016/12/30), Published (No: KR1020180078708, Date: 2018/07/10), Granted (No: KR101943492, Date: 2019/01/23). 	complete	
Domestic	2019-05	딥러닝 기반의 혈압 예측 시스템 및 방법, Filed (No: KR1020170154208, Date: 2017/11/17), Published (No: KR1020190056858, Date: 2019/05/27), Granted (No: KR102042700, Date: 2019/11/04). 	complete	
Domestic	2014-01	색각 이상자를 위한 색 변환 방법 및 장치, Filed (No: KR1020120086746, Date: 2012/08/08), Published (No: KR1020140008977, Date: 2014/01/22), Granted (No: KR101917776, Date: 2018/11/06). 	complete	
Domestic	2014-03	애플리케이션 실행 방법 및 이를 위한 단말, Filed (No: KR1020120099465, Date: 2012/09/07), Published (No: KR1020140032768, Date: 2014/03/17), Granted (No: KR101888650, Date: 2018/08/08). 	complete	
Domestic	2012-12	터치 스크린을 구비한 기기의 인터페이스 제공 장치 및 방법, Filed (No: KR1020110055691, Date: 2011/06/09), Published (No: KR1020120136642, Date: 2012.12.20), Granted (No: KR101861318, Date: 2018/05/18). 	complete	
Domestic	2013-02	전도성 소재를 이용한 손가락 동작 인식 장갑 및 그 방법, Filed (No: KR1020110074508, Date: 2011/07/27), Published (No: KR1020130013093, Date: 2013/02/06), Granted (No: KR101781999, Date: 2017/09/20). 	complete	
Domestic	2017-11	다채널 센서를 이용한 생체 신호 모니터링 시스템, Filed (No: KR1020160059503, Date: 2016/05/16), Published (No: KR1020170128887, Date: 2017/11/24), Granted (No: KR101809468, Date: 2017/12/11). 	complete	
Domestic	2017-10	영상에 기반한 비접촉 신장 측정 방법 및 그 시스템, Filed (No: KR1020160049809, Date: 2016/04/25), Granted (No: KR101789779, Date: 2017/10/18). 	complete	
Domestic	2015-06	스마트 기기 및 웨어러블 디바이스 인터렉션 기반 심혈관 평가 시스템 및 심혈관 평가 프로그램, Filed (No: KR1020150088175, Date: 2015/06/22), Published (No: KR1020160150347, Date: 2016/12/30), Granted (No: KR101803918, Date: 2017/11/27). 	complete	
Domestic	2016-08	실시간 QRS파 검출 방법 및 그 프로그램, Filed (No: KR1020150109889, Date: 2015/08/04), Granted (No: KR101651875, Date: 2016/08/23). 	complete	
Domestic	2016-11	웨어러블 생체신호측정 기기, 서버, 시스템 및 방법, Filed (No: KR1020150058001, Date: 2015/04/24), Published (No: KR1020160126660, Date: 2016/11/02), Granted (No: KR101674997, Date: 2016/11/04). 	complete	
Domestic	2016-06	준주기 신호의 실시간 극점 검출 방법 및 그 프로그램, Filed (No: KR1020150131347, Date: 2015/09/17), Granted (No: KR101633665, Date: 2016/06/21). 	complete	
Domestic	2015-06	복수의 웨어러블 디바이스 인터렉션 기반 심혈관 평가 시스템 및 심혈관 평가 프로그램, Filed (No: KR1020150088176, Date: 2015/06/22). 	complete	
Domestic	2014-01	점자 입출력 장치, Filed (No: KR1020120076069, Date: 2012/07/12), Published (No: KR1020140008823, Date: 2014/01/22). 	complete	
Domestic	2013-10	플로팅 사용자 인터페이스 제공 장치 및 방법, Filed (No: KR1020120030197, Date: 2012/03/23), Published (No: KR1020130107974, Date: 2013/10/02). 	complete	
Domestic	2012-10	화상디자인이 표시된 이동통신기기, Filed (No: KR3020120029226, Date: 2012/06/15), Granted (No: KR300665356, Date: 2012/10/23). 	complete	
Domestic	2008-10	영상의 실물 크기 계산 방법 및 그 시스템, Filed (No: KR1020070040348, Date: 2007/04/25), Published (No: KR1020080095616, Date: 2008/10/29), Granted (No: KR100881958, Date: 2009/01/29). 	complete	
Domestic	2008-09	보호시설내 보호 대상자 위험 알람 프로토콜, Filed (No: KR1020230197490). 	complete	
International Design	2016-01	Display of a handheld terminal with graphical user interface, Filed (No: US421917, Date: 2012/10/18), Granted (No: USD0747337, Date: 2016/01/12). 	complete	
International Design	2015-04	Graphical user interface for a display screen or portion thereof, Filed (No: US423286, Date: 2012/05/30), Granted (No: USD0727947, Date: 2015/04/28). 	complete	
International Design	2015-03	Portable electronic device with a graphical user interface, Filed (No: US425961, Date: 2012/06/28), Granted (No: USD0724618, Date: 2015/03/17). 	complete	
International Design	2015-03	Portable electronic device with an animated graphical user interface, Filed (No: US425936, Date: 2012/06/28), Granted (No: USD0724617, Date: 2015/03/17). 	complete	
International Design	2015-09	Portable electronic device with animated GUI, Filed (No: US425957, Date: 2012/06/28), Granted (No: USD0738392, Date: 2015/09/08). 	complete	
International Design	2015-08	Portable electronic device with animated GUI, Filed (No: US425927, Date: 2012/06/28), Granted (No: USD0737278, Date: 2015/08/25). 	complete	
International Design	2015-09	Portable electronic device with GUI, Filed (No: US425912, Date: 2012/06/28), Granted (No: USD0739413, Date: 2015/09/22). 	complete	
International Design	2015-09	Portable electronic device with GUI, Filed (No: US425904, Date: 2012/06/28), Granted (No: USD0739412, Date: 2015/09/22). 	complete	
International Design	2014-12	Portable electronic device displaying graphic user interface, Filed (No: US426095, Date: 2012/06/29), Granted (No: USD0718779, Date: 2014/12/02). 	complete	
International Design	2014-12	Portable electronic device displaying graphical user interface, Filed (No: US426093, Date: 2012/06/29), Granted (No: USD0719181, Date: 2014/12/09). 	complete	
International Design	2014-12	Portable electronic device displaying graphical user interface, Filed (No: US426094, Date: 2012/06/29), Granted (No: USD0719182, Date: 2014/12/09). 	complete	
International Design	2014-11	Portable electronic device with an animated graphical user interface, Filed (No: US425947, Date: 2012/06/28), Granted (No: USD0718329, Date: 2014/11/25). 	complete	
International Design	2014-11	Portable electronic device with an animated graphical user interface, Filed (No: US425953, Date: 2012/06/28), Granted (No: USD0718330, Date: 2014/11/25). 	complete	
International Design	2014-11	Tablet PC with graphical user interface, Filed (No: US425919, Date: 2012/06/28), Granted (No: USD0716829, Date: 2014/11/04). 	complete	
Domestic Design	2019-03	의료용 다파장 광센서, Filed (No: KR3020180029691, Date: 2018/06/27), Granted (No: KR300998636, Date: 2019/03/13). 	complete	
Domestic Design	2012-11	화상디자인이 표시된 이동통신기기, Filed (No: KR3020120029135, Date: 2012/06/14), Granted (No: KR300668893, Date: 2012/11/14). 	complete	
Domestic Design	2012-10	화상디자인이 표시된 이동통신기기, Filed (No: KR3020120028918, Date: 2012/06/13), Granted (No: KR300663555, Date: 2012/10/10). 	complete	
Domestic Design	2012-10	화상디자인이 표시된 이동통신기기, Filed (No: KR3020120028920, Date: 2012/06/13), Granted (No: KR300663554, Date: 2012/10/10). 	complete	
Domestic Design	2012-10	화상디자인이 표시된 이동통신기기, Filed (No: KR3020120028917, Date: 2012/06/13), Granted (No: KR300663556, Date: 2012/10/10). 	complete	
Domestic Design	2012-07	화상디자인이 표시된 이동통신기기, Filed (No: KR3020120029208, Date: 2012/06/15), Granted (No: KR300654119, Date: 2012/07/24). 	complete	
Domestic Design	2012-07	화상디자인이 표시된 이동통신기기, Filed (No: KR3020120029207, Date: 2012/06/15), Granted (No: KR300654124, Date: 2012/07/24). 	complete	
Domestic Design	2012-07	화상디자인이 표시된 이동통신기기, Filed (No: KR3020120029136, Date: 2012/06/14), Granted (No: KR300654120, Date: 2012/07/24). 	complete	
Domestic Design	2012-07	화상디자인이 표시된 이동통신기기, Filed (No: KR3020120029133, Date: 2012/06/14), Granted (No: KR300654121, Date: 2012/07/24). 	complete	
Domestic Design	2012-07	화상디자인이 표시된 이동통신기기, Filed (No: KR3020120028919, Date: 2012/06/13), Granted (No: KR300654125, Date: 2012/07/24). 	complete	
Domestic Design	2012-07	화상디자인이 표시된 이동통신기기, Filed (No: KR3020120028916, Date: 2012/06/13), Granted (No: KR300654118, Date: 2012/07/24). 	complete	
Domestic Design	2012-11	화상디자인이 표시된 컴퓨터모니터, Filed (No: KR3020120024980, Date: 2012/05/21), Granted (No: KR300668901, Date: 2012/11/14). 	complete	
Domestic Design	2012-10	화상디자인이 표시된 태블릿 피씨(Tablet PC), Filed (No: KR3020120029134, Date: 2012/06/14), Granted (No: KR300663541, Date: 2012/10/10). 	complete	
Domestic Design	2012-10	화상디자인이 표시된 이동통신기기, Filed (No: KR3020120029226, Date: 2012/06/15), Granted (No: KR300665356, Date: 2012/10/23). 	complete	
Domestic Design	2012-09	화상디자인이 표시된 휴대용 단말기, Filed (No: KR3020120024451, Date: 2012/05/17), Granted (No: KR300658893, Date: 2012/09/04). 	complete	
Registered SW	2025-01	복수의 3차원 데이터를 3차원 그래프 정보로 통합 변환하는 프로그램, Granted (No: C-2025-002262, Date: 2025/01/15). 	complete	
Registered SW	2023-12	3차원 그래프 데이터 변환 프로그램, Granted (No: C-2023-060554, Date: 2023/12/15). 	complete	
Registered SW	2023-11	심박수, 가속도, 실내 위치 정보 측정을 위한 웨어러블 기기 어플리케이션, Granted (No: C-2023-059443, Date: 2023/12/13). 	complete	
Registered SW	2023-11	생체정보 및 위치정보 수집, 사용자 위험 분석, 알람 제어를 위한 서버 프로그램, Granted (No: C-2023-059444, Date: 2023/12/13). 	complete	
Registered SW	2023-11	사용자 생체정보 및 위치정보 모니터링, 위험 알람을 위한 웹 응용프로그램, Granted (No: C-2023-059445, Date: 2023/12/13). 	complete	
Registered SW	2023-05	심박수와 가속도 신호 저장 및 전송을 위한 서버 프로그램, Granted (No: KRC-2023-023409, Date: 2023/05/25). 	complete	
Registered SW	2023-05	웨어러블 기기용 심박수, 가속도 신호 측정, 전송 프로그램, Granted (No: KRC-2023-023411, Date: 2023/05/25). 	complete	
Registered SW	2023-05	웹 기반 생체정보 디스플레이 프로그램, Granted (No: KRC-2023-023410, Date: 2023/05/25). 	complete	
Registered SW	2023-12	이소성 박동 교정 프로그램, Granted (No: C-2023-060553, Date: 2023/12/15). 	complete	
Registered SW	2020-11	복수 사용자의 심박변이도 동시 계산 매트랩 그래픽유저인터페이스(MATLAB GUI), Granted (No: KRC-2020-042004, Date: 2020/11/16). 	complete	
Registered SW	2019-08	상태불안척도(State-Trait Anxiety Inventory, STAI-X-1)설문 평가를 위한 플래시카드형 안드로이드 어플리케이션, Granted (No: KRC-2019-022416, Date: 2019/08/12). 	complete	
Registered SW	2019-08	SF36(건강관련삶의질 평가도구)설문 평가를 위한 플래시카드형 안드로이드 어플리케이션, Granted (No: KRC-2019-022415, Date: 2019/08/12). 	complete	
Registered SW	2019-08	한국판 역학연구 우울척도(K-CESD)설문 평가를 위한 플래시카드형 안드로이드 어플리케이션, Granted (No: KRC-2019-022412, Date: 2019/08/12). 	complete	
